Fecha,Registro,Autoridad,Cargo,Categoria,Organismo,Activos,Representados,Materia,NombreRepresentados,NombreActivos
25/07/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,Luis Troncoso Guzmán, Cia. Contractual Minera Candelaria,Futuros Proyectos sociales de CCM Candelaria.  Contar con Centro de diálisis en Comuna de Caldera.,1,1
24/07/2017,Audiencia,Claudio Arriagada Macaya,Diputado,Diputado,CAMARA DE DIPUTADOS,"Germán Lafrentz Heinsen,Alejandro Muñoz Rojas",Caja de Compensación y Asignación Familiar Los Héroes,Servicio de Caja Los Héroes en Distrito N° 25.,1,2
24/07/2017,Audiencia,Karla Rubilar Barahona,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe  Del Solar Agüero,Roberto Alvo,Nelson Miranda,René Clavero,Mariapaz Delgado Capurro",Asociación Gremial de Diálisis Independiente - ANADI,"Informar acerca del funcionamiento del sistema de atención de diálisis en Chile, y resolver cualquier duda que pueda tener.",1,5
24/07/2017,Audiencia,Camila Vallejo Dowling,Diputado,Diputado,CAMARA DE DIPUTADOS,"Enrique Acosta,Carlos Gomez,Daniel Andrade,Sergio Esparza,Betsy Saavedra,Myriam Barahona",CONFECH y Gremios de Universidades Estatales de Chile,"Proyecto de ley de Universidades Estatales de Chile, Mensaje presidencial N° 058-365, 6 de junio 2017.",1,6
24/07/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,Johanna Fernandez, Johanna  Fernandez,Colegios que han anunciado traspaso de Particular Subvencionado a particular pagado,1,1
24/07/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,"Elizabeth  Mera Neira,María Teresa Riffo Muñoz,Claudia Tapia Oyarzo",Agrupación Guatita Delantal Angol,Presentación Agrupación y su avance en la comuna de Angol ,1,3
22/07/2017,Audiencia,Juan Enrique Morano Cornejo,Diputado,Diputado,CAMARA DE DIPUTADOS,Enrich Vargas Miranda, AFUCING,temas relacionados con la institución ,1,1
21/07/2017,Audiencia,Tucapel Jiménez Fuentes,Diputado,Diputado,CAMARA DE DIPUTADOS,"Andy Zepeda Valdés,Juan Carlos  Gimeno Ormeño",Asociación Hinchas Azules,"Modificación Ley N°20.019, que regula las Sociedades Anónimas Deportivas Profesionales, Boletín 10634-29.",1,2
20/07/2017,Audiencia,Felipe Kast Sommerhoff,Diputado,Diputado,CAMARA DE DIPUTADOS,Alicia  Mardones,Acción Diferencial,Discriminación Laboral en Carrera Docente. Incumplimiento de igualdad en el pago del bono pago de Mención para los profesores de Educación Diferencial desde el 2008.,1,1
19/07/2017,Audiencia,Marisol Turres Figueroa,Diputado,Diputado,CAMARA DE DIPUTADOS,Maria Trinidad   Steinert Herrera,Asociación Nacional de Fiscales del Ministerio Público A.G.,Proyecto de ley Boletín N°11138-07.  ,1,1
19/07/2017,Audiencia,Arturo Squella Ovalle,Diputado,Diputado,CAMARA DE DIPUTADOS,Trinidad  Steinert H., Asociación de Fiscales ,Agenda Legislativa ,1,1
19/07/2017,Audiencia,Celso Morales Muñoz,Diputado,Diputado,CAMARA DE DIPUTADOS,"Maria Trinidad  Steinert Herrera ,Francisco Sallés Iturriaga ",Asociación Gremial Nacional de Fiscales del Ministerio Público A.G.,Proyecto de ley boletín N° 11138-07.   ,1,2
19/07/2017,Audiencia,Leopoldo Pérez Lahsen,Diputado,Diputado,CAMARA DE DIPUTADOS,"Mario Alejandro Aguilar Arévalo,Guido Reyes Barra,Dario Vasquez Salazar",Colegio de Profesores de Chile A. G.,Informar respecto de la situación contractual de los profesores de Chile.,1,3
19/07/2017,Audiencia,Manuel Monsalve Benavides,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gabriela Farias Tamayo,Dino  Rosinelli Mancilla,Aldo  Santibañez Yañez,Magaly Paredes Cardenas,Yamil Asenie Bahamondes",Federación Nacional de Profesionales Universitarios de los Servicios de Salud / Fenpruss,Petitorio Fenpruss.,1,5
19/07/2017,Audiencia,Osvaldo Andrade Lara,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alejandro Muñoz Rojas,Germán Lafrentz Heinsen",Caja de Compensación y Asignación Familiar Los Héroes,Servicio de Caja Los Héroes en Distrito N° 29.,1,2
18/07/2017,Audiencia,Marcos Espinosa Monardes,Diputado,Diputado,CAMARA DE DIPUTADOS,Pablo Solari,Coordinador Independiente del Sistema Eléctrico Nacional,Solicitud de entrevista para conversar sobre visión e imagen del Coordinador Eléctrico Nacional.,1,1
18/07/2017,Audiencia,Lautaro Carmona Soto,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Del Solar Agüero,Fernando Allendes,Felipe Barrueto Avalos","Asociación Chilena de Propietarios, Operadores y Concesionarios de Estacionamientos (APOCE A.G.)",Dar a conocer los planteamientos de Apoce A.G. sobre las mociones que plantean modificar la Ley de Estacionamientos (Boletines 11.148; 11.149; 11.150 y 11.194),2,3
18/07/2017,Audiencia,Celso Morales Muñoz,Diputado,Diputado,CAMARA DE DIPUTADOS,"Fernando Allendes,Felipe Barrueto Avalos,Felipe Del Solar Agüero","Asociación Chilena de Propietarios, Operadores y Concesionarios de Estacionamientos (APOCE A.G.)",Dar a conocer los planteamientos de Apoce A.G. sobre las mociones que plantean modificar la Ley de Estacionamientos (Boletines 11.148; 11.149; 11.150 y 11.194),2,3
17/07/2017,Audiencia,Alberto Robles Pantoja,Diputado,Diputado,CAMARA DE DIPUTADOS,"Daniel Andrade,Myriam Barahona,Enrique Acosta,Sergio Esparza,Carlos Gomez,Betsy Saavedra",CONFECH y Gremios de Universidades Estatales de Chile,"Proyecto de ley de Universidades Estatales de Chile, Mensaje presidencial N° 058-365, 6 de junio 2017.",1,6
17/07/2017,Audiencia,Paulina Núñez Urrutia,Diputado,Diputado,CAMARA DE DIPUTADOS,MARIA EUGENIA MANAUD, CDE,Resolución judicial por tema falsos exonerados,1,1
17/07/2017,Audiencia,Cristina Girardi Lavín,Diputado,Diputado,CAMARA DE DIPUTADOS,"Enrique Acosta,Betsy Saavedra,Myriam Barahona,Sergio Esparza,Daniel Andrade,Carlos Gomez",CONFECH y Gremios de Universidades Estatales de Chile,"Proyecto de ley de Universidades Estatales de Chile, Mensaje presidencial N° 058-365, 6 de junio 2017.",1,6
17/07/2017,Audiencia,Marcela Hernando Pérez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Guido Reyes Barra,Darío Vásquez Salazar,Mario Alejandro Aguilar Arévalo",Colegio de Profesores de Chile A. G.,Informar respecto de la situación contractual de los profesores de Chile.,1,3
17/07/2017,Audiencia,Sergio Espejo Yaksic,Diputado,Diputado,CAMARA DE DIPUTADOS,"Jorge Eduardo Navarrete Poblete,Juan Rodrigo Meriches Riveros",Asociaci¿n de Empresas El¿ctricas A.G.,Visión del sistema energético y desafíos de futuro.,1,2
17/07/2017,Audiencia,Joaquín Tuma Zedan,Diputado,Diputado,CAMARA DE DIPUTADOS,"Margot Alicia Borel Reidel,Álvaro Homero Ibáñez Durán",Intervial Chile S.A.,"Informar acerca de los avances del estudio de Pre-Factibilidad que se están realizando en el marco del proyecto iniciativa privada de obras por concesión Nº 424 Ruta del Villarrica. De ser posible, se solicita sostener esta instancia en la Región de La Araucanía. ",1,2
14/07/2017,Audiencia,Tucapel Jiménez Fuentes,Diputado,Diputado,CAMARA DE DIPUTADOS,"Franco Fuica,Constanza Valdés",Asociación OTD,Proyecto de ley que reconoce y da protección al derecho a la identidad de género.,1,2
13/07/2017,Audiencia,Alberto Robles Pantoja,Diputado,Diputado,CAMARA DE DIPUTADOS,"Juan Carlos  Gimeno Ormeño,Andy Zepeda Valdés",Asociaci¿n Hinchas Azules,"Modificación Ley N°20.019, que regula las Sociedades Anónimas Deportivas Profesionales, Boletín 10634-29.",1,2
13/07/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,"EDMUNDO GONZALEZ,JAIME GAJARDO,HABNEL  CASTILLO ", COLEGIO DE PROFESORES AG,"Postura Colegio Profesores, respecto del proyecto de desmunicipalización",1,3
13/07/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Mario Alejandro Aguilar Arévalo,Hugo Eladio Gerter Jara,Guido Reyes Barra,Darío Vásquez Salazar",Colegio de Profesores de Chile A.G.,Situación contractual del profesorado en Chile.,1,4
13/07/2017,Audiencia,Andrea Molina Oliva,Diputado,Diputado,CAMARA DE DIPUTADOS,"Leandro González,Lorena  Alfaro,Soledad Landsberger,Rodrigo  Gonzalez",Compañía Nacional de Fuerza Eléctrica S.A.,Saludo y presentación de Gerente zonal,1,4
13/07/2017,Audiencia,Iván Fuentes Castillo,Diputado,Diputado,CAMARA DE DIPUTADOS,daniel vergara, asociacion  aduanas,problemas en aduana,1,1
12/07/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gerardo Jiménez Orellana,Cristián Gonzalo Parada Bustamante",Gerardo  Jiménez Orellana,Proyecto de ley que modifica artículo 204 de la Ley 18290 sobre transporte de cargas peligrosas.,1,2
12/07/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gerardo Jiménez Orellana,Cristián Gonzalo Parada Bustamante",Gerardo Jiménez Orellana,"Transporte de Cargas Peligrosas, su falta de regulación, fiscalización y nefastas consecuencias.",1,2
12/07/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,Patricio Roberto Véjar Mercado,Comunidad Ecuménica Martin Luther King,Proyecto de Mecanismo Nacional de Prevención de la Tortura.,1,1
12/07/2017,Audiencia,Sergio Gahona Salazar,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gerardo Jiménez Orellana,Cristián Gonzalo Parada Bustamante",Gerardo Jim¿nez Orellana,Proyecto de ley que modifica el artículo 204 de la ley 18.290 y sanciona las infracciones a las normas que regulan el transporte de cargas peligrosas por calles y caminos.,1,2
12/07/2017,Audiencia,Juan Antonio Coloma Alamos,Diputado,Diputado,CAMARA DE DIPUTADOS,"Enrique Alejandro  Cruz Ugarte,Rodrigo Mujica Barros",Cruz y Dávila Ingenieros Consultores Ltda.,Investigación de Contraloría en relación a vínculo entre Ministerio de Obras Públicas y consultora.,1,2
12/07/2017,Audiencia,Javier Macaya Danús,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alan Nudman,Italo Cornejo Reyes,Roberto Roizman",Alef Biotechnology SpA,Presentación de laboratorio que comercializa medicamentos en base a cannabis para uso medicinal.  ,1,3
12/07/2017,Audiencia,Manuel Monsalve Benavides,Diputado,Diputado,CAMARA DE DIPUTADOS,Alejandra Solange  Burgos Bizama,Servicio de Salud Arauco,Proceso participativo del proyecto Reposición del Hospital de Lebu.,1,1
12/07/2017,Audiencia,David Sandoval Plaza,Diputado,Diputado,CAMARA DE DIPUTADOS,Jacqueline López Díaz,Asociación Nacional de Funcionarios de Aduanas de Chile / ANFACH,Incumplimiento del Gobierno en acuerdos suscritos con los trabajadores de aduanas.,1,1
11/07/2017,Audiencia,Paulina Núñez Urrutia,Diputado,Diputado,CAMARA DE DIPUTADOS,"ROYLESTER  MENDOZA,PATRICIO DE SOLMINIHAC", SQM,FONDOS CONCURSABLES CLUB DE DEPORTES TOCOPILLA,1,2
11/07/2017,Audiencia,Sergio Ojeda Uribe,Diputado,Diputado,CAMARA DE DIPUTADOS,"Constanza Valdés,Franco  Fuica",Asociación OTD,Ingreso a la Comisión de Derechos Humanos del proyecto de ley que reconoce y da protección al derecho a la identidad de género.  Periodo de audiencias públicas del proyecto de ley de identidad de género.,1,2
11/07/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,Tomas Monge Valdes,Asociación de la Industria del Salmón de Chile A.G.,Presentación nuevo Gerente General.,1,1
11/07/2017,Audiencia,Paulina Núñez Urrutia,Diputado,Diputado,CAMARA DE DIPUTADOS,"MATIAS  BERNALES,ROYLESTER MENDOZA",AES GENER ,FONDO CONCURSABLE CLUB DE DEPORTES TOCOPILLA,1,2
11/07/2017,Audiencia,Vlado Mirosevic Verdugo,Diputado,Diputado,CAMARA DE DIPUTADOS,Alfredo Irarrázaval Cuevas,Cooperativa de Empresarios Pesqueros,"Proyecto para construir planta pesquera en Arica, necesidad de contar con una política de consumo de productos del mar y potencialidad de desarrollar una nueva industria de consumo humano de anchoveta, partiendo por Arica.",1,1
11/07/2017,Audiencia,Claudia Nogueira Fernández,Diputado,Diputado,CAMARA DE DIPUTADOS,"María Soledad Carlini ,Francisco  Manieu Fierro ,Francisco Vergara,Marcela Alt Hayal ,Jaime Flores",Concreces,"Abordar el actual estado de los subsidios de vivienda para las clases medias emergentes. Mostrar antecedentes relacionados a la posibilidad de otorgar una solución habitacional a personas que desean adquirir una vivienda usada y de esa forma dejar de arrendar de forma permanente. Además, presentar antecedentes y la evolución del Subsidio Leasing habitacional como política.     ",1,5
10/07/2017,Audiencia,Cristián Monckeberg Bruner,Diputado,Diputado,CAMARA DE DIPUTADOS,"Ema Alejandra Faulbaum Mayorga,Marta  Cáceres Salazar,María Astrid Gallardo Suárez,Loreto Purísima Aguilar Rojas,Raul Alberto  Larenas Poblete,Marjorie Piñero Núñez",Asociación de Enfermeros Hospital Dipreca,"Situación de Director de Dipreca, en su calidad de transitorio, provisorio, por más de un año, incumpliendo la ley y desacatando dictamen de Contraloría N°1861 del 19 de enero de 2017.",1,6
10/07/2017,Audiencia,Celso Morales Muñoz,Diputado,Diputado,CAMARA DE DIPUTADOS,"Juan Carlos  Silva,Miguel Flores,Sebastián Moreno,Arturo Salah",Asociación Nacional de Fútbol Profesional / ANFP,Tramitación del Boletín N° 10634-29.,1,4
10/07/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,Teresa Saavedra, FENATS HISTORICA,Ley 19.264  Otorga beneficios Urgencia,1,1
10/07/2017,Audiencia,Marcela Sabat Fernández,Diputado,Diputado,CAMARA DE DIPUTADOS,"Héctor Alfredo Faune Villegas,Nicolai Melnikov,Yuliya Lyahova,Jorge Rodrigo Reveco Granifo,Maximiliano Irarrázaval Comandari",Wpa World Promotion Agency,"Se solicita reunión para abordar e informar avances de propuestas de aeronaves Rusas para el combate de incendios en el país y para presentar al Sr. Rodrigo Reveco (Experto en Seguridad Internacional, certificado en las Naciones Unidas) y expositor de la CEI41 ante la Sra. Diputada Marcela Sabat. ",1,5
10/07/2017,Audiencia,Romilio Gutiérrez Pino,Diputado,Diputado,CAMARA DE DIPUTADOS,"Betsy Saavedra,Sergio Esparza,Enrique Acosta,Daniel Andrade,Myriam Barahona,Carlos Gomez",CONFECH y Gremios de Universidades Estatales de Chile,"Proyecto de ley de Universidades Estatales de Chile, Mensaje presidencial N° 058-365, 6 de junio 2017.",1,6
10/07/2017,Audiencia,Jenny Alvarez Vera,Diputado,Diputado,CAMARA DE DIPUTADOS,"Cristián Sironvalle Cordero,Ángel Carvajal Benito,Felipe  Del Solar Agüero ,Mariapaz Delgado Capurro,Nelson Mouat Zunino",Inmobiliaria Pocuro SpA.,"Dar a conocer proyecto inmobiliario Portal del Sur, en Puerto Montt. Sujeto dentro del programa DS 116, de subsidios de integración social y reactivación económica. Actualmente la entrega de estas viviendas se ha retrasado por la oposición de algunos vecinos.",1,5
10/07/2017,Audiencia,Arturo Squella Ovalle,Diputado,Diputado,CAMARA DE DIPUTADOS,Juan Luis Nuñez Tissinelli, Fundación País Digital ,Desarrollo Digital ,1,1
10/07/2017,Audiencia,Sergio Espejo Yaksic,Diputado,Diputado,CAMARA DE DIPUTADOS,Constanza Valdés,Asociaci¿n OTD,Proyecto de ley que reconoce y da protección al derecho a la identidad de género (boletín 8.924-07). ,1,1
07/07/2017,Audiencia,José Manuel Edwards Silva,Diputado,Diputado,CAMARA DE DIPUTADOS,"Paola Ninoska Sandoval Moreno,María Pérez González,Carlos Paredes Saldías   ",Cámara de Comercio Detallista de la Industria y del Turismo de Padre Las Casas A.G.,Labor que desarrolla la institución y apoyo a proyecto de pasantía de la Cámara de Comercio de Padre Las Casas.,1,3
07/07/2017,Audiencia,Pedro Pablo Alvarez-Salamanca Ramírez,Diputado,Diputado,CAMARA DE DIPUTADOS,Paulina Ibarra,Fundación Multitudes,Formación de una mesa experta por potenciales cambios en ley de Lobby.,1,1
07/07/2017,Audiencia,Karla Rubilar Barahona,Diputado,Diputado,CAMARA DE DIPUTADOS,"Cristián Gonzalo Parada Bustamante,Gerardo Jiménez Orellana",Gerardo Jiménez Orellana,"Transporte de cargas peligrosas, su falta de regulación y consecuencias nefastas para la salud, el medio ambiente y la vida de las personas.",1,2
07/07/2017,Audiencia,Gabriel Silber Romo,Diputado,Diputado,CAMARA DE DIPUTADOS,José Hernández Chávez,Asociación de Diplomáticos de Carrera,Proyecto de ley de modernización del Ministerio de Relaciones Exteriores.,1,1
07/07/2017,Audiencia,Ramón Barros Montero,Diputado,Diputado,CAMARA DE DIPUTADOS,"Paulina Valenzuela,Giovanni Baselli",CGE Distribucion S.A.,"Se solicita reunión con el diputado Ramón Barros para dar a conocer plan de trabajo e inversiones de la empresa en la región, y tratar temas en común.",1,2
07/07/2017,Audiencia,Ramón Barros Montero,Diputado,Diputado,CAMARA DE DIPUTADOS,"Giovanni Baselli,Paulina Valenzuela",CGE Distribución S.A.,"Se solicita reunión con el diputado Ramón Barros,  para abordar temas de interés común.",1,2
07/07/2017,Audiencia,Fidel Espinoza Sandoval,Diputado,Diputado,CAMARA DE DIPUTADOS,"Walter Jaime  Sandoval Navarro,Luis Alejandro Tenorio Pérez",,"Nuestra solicitud como trabajadores sobre los cursos que estaría exigiendo la autoridad marítima, de los cuales a opinión de los trabajadores, la autoridad marítima estaría lucrando con estos cursos.  ",1,2
07/07/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,"Rafael Figueroa,Celso  Arias", Universidad de Atacama,P. Ley de Educación Superior y P. ley Universidades estatales.,1,2
06/07/2017,Audiencia,Ernesto Silva Méndez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Loreto Purísima Aguilar Rojas,Ema Alejandra Faulbaum Mayorga,Marta Cáceres Salazar,Claudio  Ramírez,Carolina Prieto,Felipe Rivera,Marjorie Piñero,María Ester Bonilla,Manuel Espíndola,Pablo Abad,Raul Alberto  Larenas Poblete",Felipe Rivera,"Situación de Director de Dipreca, en su calidad de transitorio, provisorio, por más de un año, incumpliendo la ley y desacatando dictamen de Contraloría N°1861 del 19 de enero de 2017.",1,11
05/07/2017,Audiencia,Marco Antonio Núñez Lozano,Diputado,Diputado,CAMARA DE DIPUTADOS,"Marcelo Alejandro Espinoza Lazcano,Elena de las Mercedes Lazcano Salas,Jaime Arnaldo Espinoza Matamoros,Cynthia Angélica Palominos Moraga",Marcelo Alejandro Espinoza Lazcano,Problemas de cobertura Isapre y enfermedad catastrófica (Trasplante),1,4
05/07/2017,Audiencia,Alberto Robles Pantoja,Diputado,Diputado,CAMARA DE DIPUTADOS,"Rosa Toncio González,Alvaro Escobar Antoine,Teresa Painecura Painecura",Asociaci¿n Nacional de Funcionarios de Superintendencia de Electricidad y Combustibles,"Sumario de Contraloría en contra de Directora Regional SEC Iquique, doña Ana Lara.",1,3
05/07/2017,Audiencia,Jaime Bellolio Avaria,Diputado,Diputado,CAMARA DE DIPUTADOS,Jaime Alejandro  Peña Donoso,Chile Pedaleando,"Soy Jaime Peña Donoso,Director ejecutivo de Chile Pedaleando , entidad que promueve el uso de la bicicleta , tanto con fines recreacionales , como medio de transporte.Desarrollamos un estudio que apunta a desarrollar programa de sana convivencia entre todos los actores de la calle.. El objetivo de la solicitud de reunión es dar a conocer nuestra propuesta y ofrecer estudio para un proyecto de ley. Contamos con sitio web www.chilepedaleando.cl  y nuestra fan page cuenta con más de 64 mil fans.",1,1
05/07/2017,Audiencia,Alberto Robles Pantoja,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gastón Osorio López,Viviana Camilo Flores,René Morales Donoso,Leopoldo Benavides Arias,Juan Carlos Muñoz Amigo","Asociaci¿n de Directivos, Profesionales, T¿cnicos, Administrativos y Auxiliares de Gendarmer¿a de Chile / ADIPTGEN","Dar a conocer la labor penitenciaria. Situación precaria en que están los no uniformados a contrata. Impulsar un proyecto carrera funcionaria planta. Dar a conocer la situación que están viviendo los funcionarios que son adscritos al régimen previsional DIPRECA, estamento no uniformado.",4,5
05/07/2017,Audiencia,Mario Venegas Cárdenas,Diputado,Diputado,CAMARA DE DIPUTADOS,"Carlos Nicolás Salazar Campos ,Victor Manuel  Jorquera Aqueveque,Juan Agustín  Insulza Court",Chiletransporte A.G.,"La informalidad presente en el transporte.Vehículos que circulan sin patente evadiendo TAG y todo tipo de fiscalización, camiones que son conducidos por conductores no contratados, explotados y muchas veces sin licencia apta, mermando el empleo de trabajadores formalmente contratados. ",1,3
04/07/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,Felipe Del Solar Agüero,Extend,Evaluar la implementación de la Ley de Lobby en Chile.,1,1
04/07/2017,Audiencia,Issa Kort Garriga,Diputado,Diputado,CAMARA DE DIPUTADOS,"Diego Araya Cisternas,Raúl Sanhueza Carvajal,Carmen Nishihara Toro,José Hernández Chávez,Marta Bonet Guerricabeitia",Asociación de Diplomáticos de Carrera,Proyecto de ley de modernización del Ministerio de Relaciones Exteriores.,1,5
04/07/2017,Audiencia,Andrea Molina Oliva,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alan  Álvarez,David Castillo,Julio Molina",Asociación Nacional de Trabajadores/as del  Instituto de Seguridad Laboral / ANATISEL,Modificación Ley 16744. Realidad del Instituto de Seguridad Laboral.,1,3
04/07/2017,Audiencia,Claudia Nogueira Fernández,Diputado,Diputado,CAMARA DE DIPUTADOS,Camila De la Maza,Corporaci¿n Opci¿n,"Situación de los niños, niñas y adolescentes.",1,1
